4,8,Lost,Meet Kevin Johnson,8.6,2756,2008
4,9,Lost,"Shape of Things to Come, The",9.2,3254,2008
4,10,Lost,Something Nice Back Home,8.2,2575,2008
4,11,Lost,Cabin Fever,8.8,2689,2008
4,12,Lost,There's No Place Like Home: Part 1,9.1,2901,2008
4,13,Lost,There's No Place Like Home: Part 2,9.5,3851,2008
4,14,Lost,There's No Place Like Home: Part 3,9.3,1759,2008
5,1,Lost,Because You Left,8.9,3303,2009
5,2,Lost,"Lie, The",8.4,2724,2009
5,3,Lost,Jughead,8.7,2752,2009
5,4,Lost,"Little Prince, The",8.4,2547,2009
5,5,Lost,This Place Is Death,8.9,2659,2009
5,6,Lost,316,8.7,2625,2009
5,7,Lost,"Life and Death of Jeremy Bentham, The",9.0,2832,2009
5,8,Lost,LaFleur,9.1,3011,2009
5,9,Lost,Namaste,8.6,2460,2009
5,10,Lost,He's Our You,8.6,2508,2009
5,11,Lost,"Whatever Happened, Happened",8.5,2468,2009
5,12,Lost,Dead Is Dead,9.0,2614,2009
5,13,Lost,Some Like It Hoth,8.5,2341,2009
5,14,Lost,"Variable, The",9.0,2715,2009
5,15,Lost,Follow the Leader,8.9,2510,2009
5,16,Lost,"Incident: Part 1, The",9.4,3985,2009
5,17,Lost,"Incident: Part 2, The",9.4,1701,2009
6,1,Lost,LA X - Part 1,8.9,3178,2010
6,2,Lost,LA X - Part 2,8.7,1358,2010
6,3,Lost,What Kate Does,7.9,2639,2010
6,4,Lost,"Substitute, The",8.5,2343,2010
6,5,Lost,Lighthouse,8.3,2300,2010
6,6,Lost,Sundown,8.3,2221,2010
6,7,Lost,Dr. Linus,8.7,2372,2010
6,8,Lost,Recon,8.1,2330,2010
6,9,Lost,Ab Aeterno,9.4,3939,2010
6,10,Lost,"Package, The",8.1,2314,2010
6,11,Lost,Happily Ever After,9.0,2790,2010
6,12,Lost,Everybody Loves Hugo,8.6,2353,2010
6,13,Lost,"Last Recruit, The",8.4,2314,2010
6,14,Lost,"Candidate, The",9.1,2957,2010
6,15,Lost,Across the Sea,8.3,3266,2010
6,16,Lost,What They Died For,8.7,2693,2010
6,17,Lost,"End, The",8.2,6962,2010
